11:38:52.494404 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.44, length 46
11:38:52.695113 IP 10.12.100.44.63818 > 10.12.19.23.1419: UDP, length 0
11:38:56.835958 IP 10.12.100.44.63818 > 10.12.19.23.21320: UDP, length 0
11:38:56.876419 IP 10.12.100.44.63819 > 10.12.19.23.16939: UDP, length 0
11:38:56.879041 IP 10.12.100.44.63819 > 10.12.19.23.40708: UDP, length 0
11:38:56.879062 IP 10.12.100.44.63819 > 10.12.19.23.28465: UDP, length 0
11:38:56.879064 IP 10.12.100.44.63819 > 10.12.19.23.21609: UDP, length 0
11:38:56.881440 IP 10.12.100.44.63819 > 10.12.19.23.41774: UDP, length 0
11:38:56.881460 IP 10.12.100.44.63819 > 10.12.19.23.6346: UDP, length 0
11:38:56.884084 IP 10.12.100.44.63819 > 10.12.19.23.25931: UDP, length 0
11:38:56.884093 IP 10.12.100.44.63819 > 10.12.19.23.17459: UDP, length 0
11:38:56.886348 IP 10.12.100.44.63819 > 10.12.19.23.21320: UDP, length 0
11:38:56.886380 IP 10.12.100.44.63819 > 10.12.19.23.19273: UDP, length 0
11:38:56.926751 IP 10.12.100.44.63818 > 10.12.19.23.136: UDP, length 0
11:38:56.929595 IP 10.12.100.44.63818 > 10.12.19.23.19956: UDP, length 0
11:38:56.929602 IP 10.12.100.44.63818 > 10.12.19.23.18449: UDP, length 0
11:38:56.929604 IP 10.12.100.44.63818 > 10.12.19.23.20865: UDP, length 0
11:38:56.932096 IP 10.12.100.44.63818 > 10.12.19.23.29823: UDP, length 0
11:38:56.932110 IP 10.12.100.44.63818 > 10.12.19.23.1068: UDP, length 0
11:38:56.934374 IP 10.12.100.44.63818 > 10.12.19.23.59846: UDP, length 0
11:38:56.934380 IP 10.12.100.44.63818 > 10.12.19.23.64727: UDP, length 0
11:38:56.936722 IP 10.12.100.44.63818 > 10.12.19.23.21476: UDP, length 0
11:38:56.936741 IP 10.12.100.44.63818 > 10.12.19.23.22739: UDP, length 0
11:38:56.976966 IP 10.12.100.44.63819 > 10.12.19.23.136: UDP, length 0
11:38:56.980028 IP 10.12.100.44.63819 > 10.12.19.23.20865: UDP, length 0
11:38:56.980035 IP 10.12.100.44.63819 > 10.12.19.23.18449: UDP, length 0
11:38:56.980037 IP 10.12.100.44.63819 > 10.12.19.23.19956: UDP, length 0
11:38:56.982360 IP 10.12.100.44.63819 > 10.12.19.23.1068: UDP, length 0
11:38:56.982367 IP 10.12.100.44.63819 > 10.12.19.23.29823: UDP, length 0
11:38:56.984772 IP 10.12.100.44.63819 > 10.12.19.23.64727: UDP, length 0
11:38:56.984778 IP 10.12.100.44.63819 > 10.12.19.23.59846: UDP, length 0
11:38:56.987181 IP 10.12.100.44.63819 > 10.12.19.23.22739: UDP, length 0
11:38:56.987200 IP 10.12.100.44.63819 > 10.12.19.23.21476: UDP, length 0
11:38:57.027351 IP 10.12.100.44.63818 > 10.12.19.23.30263: UDP, length 0
11:38:57.030201 IP 10.12.100.44.63818 > 10.12.19.23.16708: UDP, length 0
11:38:57.030210 IP 10.12.100.44.63818 > 10.12.19.23.18617: UDP, length 0
11:38:57.030420 IP 10.12.100.44.63818 > 10.12.19.23.1993: UDP, length 0
11:38:57.032691 IP 10.12.100.44.63818 > 10.12.19.23.21702: UDP, length 0
11:38:57.032697 IP 10.12.100.44.63818 > 10.12.19.23.51690: UDP, length 0
11:38:57.035160 IP 10.12.100.44.63818 > 10.12.19.23.19181: UDP, length 0
11:38:57.035182 IP 10.12.100.44.63818 > 10.12.19.23.40116: UDP, length 0
11:38:57.037496 IP 10.12.100.44.63818 > 10.12.19.23.16862: UDP, length 0
11:38:57.037509 IP 10.12.100.44.63818 > 10.12.19.23.26407: UDP, length 0
11:38:57.077462 IP 10.12.100.44.63819 > 10.12.19.23.30263: UDP, length 0
11:38:57.080759 IP 10.12.100.44.63819 > 10.12.19.23.1993: UDP, length 0
11:38:57.080786 IP 10.12.100.44.63819 > 10.12.19.23.18617: UDP, length 0
11:38:57.080801 IP 10.12.100.44.63819 > 10.12.19.23.16708: UDP, length 0
11:38:57.083059 IP 10.12.100.44.63819 > 10.12.19.23.51690: UDP, length 0
11:38:57.083068 IP 10.12.100.44.63819 > 10.12.19.23.21702: UDP, length 0
11:38:57.085585 IP 10.12.100.44.63819 > 10.12.19.23.40116: UDP, length 0
11:38:57.085604 IP 10.12.100.44.63819 > 10.12.19.23.19181: UDP, length 0
11:38:57.087993 IP 10.12.100.44.63819 > 10.12.19.23.26407: UDP, length 0
11:38:57.088012 IP 10.12.100.44.63819 > 10.12.19.23.16862: UDP, length 0
11:38:57.127623 IP 10.12.100.44.63818 > 10.12.19.23.64590: UDP, length 0
11:38:57.131297 IP 10.12.100.44.63818 > 10.12.19.23.6000: UDP, length 0
11:38:57.131304 IP 10.12.100.44.63818 > 10.12.19.23.45818: UDP, length 0
11:38:57.131306 IP 10.12.100.44.63818 > 10.12.19.23.23980: UDP, length 0
11:38:57.133695 IP 10.12.100.44.63818 > 10.12.19.23.20409: UDP, length 0
11:38:57.133715 IP 10.12.100.44.63818 > 10.12.19.23.3283: UDP, length 0
11:38:57.136337 IP 10.12.100.44.63818 > 10.12.19.23.21674: UDP, length 0
11:38:57.136356 IP 10.12.100.44.63818 > 10.12.19.23.16700: UDP, length 0
11:38:57.138532 IP 10.12.100.44.63818 > 10.12.19.23.25280: UDP, length 0
11:38:57.138538 IP 10.12.100.44.63818 > 10.12.19.23.35777: UDP, length 0
11:38:57.178015 IP 10.12.100.44.63819 > 10.12.19.23.64590: UDP, length 0
11:38:57.181570 IP 10.12.100.44.63819 > 10.12.19.23.23980: UDP, length 0
11:38:57.181577 IP 10.12.100.44.63819 > 10.12.19.23.45818: UDP, length 0
11:38:57.181579 IP 10.12.100.44.63819 > 10.12.19.23.6000: UDP, length 0
11:38:57.184199 IP 10.12.100.44.63819 > 10.12.19.23.3283: UDP, length 0
11:38:57.184231 IP 10.12.100.44.63819 > 10.12.19.23.20409: UDP, length 0
11:38:57.186524 IP 10.12.100.44.63819 > 10.12.19.23.16700: UDP, length 0
11:38:57.186544 IP 10.12.100.44.63819 > 10.12.19.23.21674: UDP, length 0
11:38:57.188908 IP 10.12.100.44.63819 > 10.12.19.23.35777: UDP, length 0
11:38:57.188915 IP 10.12.100.44.63819 > 10.12.19.23.25280: UDP, length 0
11:38:57.228752 IP 10.12.100.44.63818 > 10.12.19.23.30697: UDP, length 0
11:38:57.231573 IP 10.12.100.44.63818 > 10.12.19.23.49187: UDP, length 0
11:38:57.234043 IP 10.12.100.44.63818 > 10.12.19.23.40805: UDP, length 0
11:38:57.234049 IP 10.12.100.44.63818 > 10.12.19.23.29243: UDP, length 0
11:38:57.236143 IP 10.12.100.44.63818 > 10.12.19.23.3389: UDP, length 0
11:38:57.236163 IP 10.12.100.44.63818 > 10.12.19.23.40724: UDP, length 0
11:38:57.238480 IP 10.12.100.44.63818 > 10.12.19.23.25003: UDP, length 0
11:38:57.238487 IP 10.12.100.44.63818 > 10.12.19.23.18980: UDP, length 0
11:38:57.241031 IP 10.12.100.44.63818 > 10.12.19.23.42627: UDP, length 0
11:38:57.241040 IP 10.12.100.44.63818 > 10.12.19.23.21207: UDP, length 0
11:38:57.278744 IP 10.12.100.44.63819 > 10.12.19.23.30697: UDP, length 0
11:38:57.282017 IP 10.12.100.44.63819 > 10.12.19.23.49187: UDP, length 0
11:38:57.284412 IP 10.12.100.44.63819 > 10.12.19.23.29243: UDP, length 0
11:38:57.284421 IP 10.12.100.44.63819 > 10.12.19.23.40805: UDP, length 0
11:38:57.286711 IP 10.12.100.44.63819 > 10.12.19.23.40724: UDP, length 0
11:38:57.286719 IP 10.12.100.44.63819 > 10.12.19.23.3389: UDP, length 0
11:38:57.289043 IP 10.12.100.44.63819 > 10.12.19.23.18980: UDP, length 0
11:38:57.289050 IP 10.12.100.44.63819 > 10.12.19.23.25003: UDP, length 0
11:38:57.291338 IP 10.12.100.44.63819 > 10.12.19.23.21207: UDP, length 0
11:38:57.291346 IP 10.12.100.44.63819 > 10.12.19.23.42627: UDP, length 0
11:38:57.328928 IP 10.12.100.44.63818 > 10.12.19.23.17823: UDP, length 0
11:38:57.332378 IP 10.12.100.44.63818 > 10.12.19.23.17726: UDP, length 0
11:38:57.334532 IP 10.12.100.44.63818 > 10.12.19.23.20164: UDP, length 0
11:38:57.334551 IP 10.12.100.44.63818 > 10.12.19.23.18250: UDP, length 0
11:38:57.337049 IP 10.12.100.44.63818 > 10.12.19.23.65024: UDP, length 0
11:38:57.337056 IP 10.12.100.44.63818 > 10.12.19.23.2: UDP, length 0
11:38:57.339437 IP 10.12.100.44.63818 > 10.12.19.23.20848: UDP, length 0
11:38:57.339443 IP 10.12.100.44.63818 > 10.12.19.23.41058: UDP, length 0
11:38:57.341515 IP 10.12.100.44.63818 > 10.12.19.23.49192: UDP, length 0
11:38:57.341522 IP 10.12.100.44.63818 > 10.12.19.23.22045: UDP, length 0
11:38:57.379178 IP 10.12.100.44.63819 > 10.12.19.23.17823: UDP, length 0
11:38:57.382504 IP 10.12.100.44.63819 > 10.12.19.23.17726: UDP, length 0
11:38:57.385084 IP 10.12.100.44.63819 > 10.12.19.23.18250: UDP, length 0
11:38:57.385091 IP 10.12.100.44.63819 > 10.12.19.23.20164: UDP, length 0
11:38:57.387643 IP 10.12.100.44.63819 > 10.12.19.23.2: UDP, length 0
11:38:57.387662 IP 10.12.100.44.63819 > 10.12.19.23.65024: UDP, length 0
11:38:57.389980 IP 10.12.100.44.63819 > 10.12.19.23.41058: UDP, length 0
11:38:57.390085 IP 10.12.100.44.63819 > 10.12.19.23.20848: UDP, length 0
11:38:57.392405 IP 10.12.100.44.63819 > 10.12.19.23.22045: UDP, length 0
11:38:57.392427 IP 10.12.100.44.63819 > 10.12.19.23.49192: UDP, length 0
11:38:57.429964 IP 10.12.100.44.63818 > 10.12.19.23.559: UDP, length 0
11:38:57.433025 IP 10.12.100.44.63818 > 10.12.19.23.32779: UDP, length 0
11:38:57.435646 IP 10.12.100.44.63818 > 10.12.19.23.21644: UDP, length 0
11:38:57.435666 IP 10.12.100.44.63818 > 10.12.19.23.49198: UDP, length 0
11:38:57.437897 IP 10.12.100.44.63818 > 10.12.19.23.773: UDP, length 0
11:38:57.437904 IP 10.12.100.44.63818 > 10.12.19.23.17573: UDP, length 0
11:38:57.440201 IP 10.12.100.44.63818 > 10.12.19.23.62958: UDP, length 0
11:38:57.440208 IP 10.12.100.44.63818 > 10.12.19.23.3456:  [|vat]
11:38:57.442521 IP 10.12.100.44.63818 > 10.12.19.23.20154: UDP, length 0
11:38:57.442540 IP 10.12.100.44.63818 > 10.12.19.23.8193: UDP, length 0
11:38:57.480089 IP 10.12.100.44.63819 > 10.12.19.23.559: UDP, length 0
11:38:57.483469 IP 10.12.100.44.63819 > 10.12.19.23.32779: UDP, length 0
11:38:57.485764 IP 10.12.100.44.63819 > 10.12.19.23.49198: UDP, length 0
11:38:57.485772 IP 10.12.100.44.63819 > 10.12.19.23.21644: UDP, length 0
11:38:57.488244 IP 10.12.100.44.63819 > 10.12.19.23.17573: UDP, length 0
11:38:57.488263 IP 10.12.100.44.63819 > 10.12.19.23.773: UDP, length 0
11:38:57.490646 IP 10.12.100.44.63819 > 10.12.19.23.3456:  [|vat]
11:38:57.490672 IP 10.12.100.44.63819 > 10.12.19.23.62958: UDP, length 0
11:38:57.493022 IP 10.12.100.44.63819 > 10.12.19.23.8193: UDP, length 0
11:38:57.493029 IP 10.12.100.44.63819 > 10.12.19.23.20154: UDP, length 0
11:38:57.531135 IP 10.12.100.44.63818 > 10.12.19.23.28369: UDP, length 0
11:38:57.533819 IP 10.12.100.44.63818 > 10.12.19.23.22986: UDP, length 0
11:38:57.536350 IP 10.12.100.44.63818 > 10.12.19.23.5351: UDP, length 2
11:38:57.536358 IP 10.12.100.44.63818 > 10.12.19.23.5060: SIP
11:38:57.538571 IP 10.12.100.44.63818 > 10.12.19.23.49201: UDP, length 0
11:38:57.538578 IP 10.12.100.44.63818 > 10.12.19.23.21468: UDP, length 0
11:38:57.540943 IP 10.12.100.44.63818 > 10.12.19.23.31195: UDP, length 0
11:38:57.541067 IP 10.12.100.44.63818 > 10.12.19.23.17455: UDP, length 0
11:38:57.543609 IP 10.12.100.44.63818 > 10.12.19.23.43967: UDP, length 0
11:38:57.543616 IP 10.12.100.44.63818 > 10.12.19.23.21333: UDP, length 0
11:38:57.581732 IP 10.12.100.44.63819 > 10.12.19.23.28369: UDP, length 0
11:38:57.584163 IP 10.12.100.44.63819 > 10.12.19.23.22986: UDP, length 0
11:38:57.586472 IP 10.12.100.44.63819 > 10.12.19.23.5060: SIP
11:38:57.586491 IP 10.12.100.44.63819 > 10.12.19.23.5351: UDP, length 2
11:38:57.588596 IP 10.12.100.44.63819 > 10.12.19.23.49201: UDP, length 0
11:38:57.591031 IP 10.12.100.44.63819 > 10.12.19.23.31195: UDP, length 0
11:38:57.591050 IP 10.12.100.44.63819 > 10.12.19.23.21468: UDP, length 0
11:38:57.593495 IP 10.12.100.44.63819 > 10.12.19.23.17455: UDP, length 0
11:38:57.595869 IP 10.12.100.44.63819 > 10.12.19.23.21333: UDP, length 0
11:38:57.595876 IP 10.12.100.44.63819 > 10.12.19.23.43967: UDP, length 0
11:38:57.631981 IP 10.12.100.44.63818 > 10.12.19.23.18081: UDP, length 0
11:38:57.634529 IP 10.12.100.44.63818 > 10.12.19.23.61024: UDP, length 0
11:38:57.636676 IP 10.12.100.44.63818 > 10.12.19.23.55587: UDP, length 0
11:38:57.636683 IP 10.12.100.44.63818 > 10.12.19.23.23781: UDP, length 0
11:38:57.638991 IP 10.12.100.44.63818 > 10.12.19.23.20710: UDP, length 0
11:38:57.641425 IP 10.12.100.44.63818 > 10.12.19.23.16766: UDP, length 0
11:38:57.641448 IP 10.12.100.44.63818 > 10.12.19.23.48761: UDP, length 0
11:38:57.643803 IP 10.12.100.44.63818 > 10.12.19.23.25709: UDP, length 0
11:38:57.646121 IP 10.12.100.44.63818 > 10.12.19.23.17: UDP, length 0
11:38:57.646128 IP 10.12.100.44.63818 > 10.12.19.23.20117: UDP, length 0
11:38:57.682179 IP 10.12.100.44.63819 > 10.12.19.23.18081: UDP, length 0
11:38:57.685060 IP 10.12.100.44.63819 > 10.12.19.23.61024: UDP, length 0
11:38:57.687613 IP 10.12.100.44.63819 > 10.12.19.23.23781: UDP, length 0
11:38:57.687620 IP 10.12.100.44.63819 > 10.12.19.23.55587: UDP, length 0
11:38:57.689751 IP 10.12.100.44.63819 > 10.12.19.23.20710: UDP, length 0
11:38:57.692246 IP 10.12.100.44.63819 > 10.12.19.23.48761: UDP, length 0
11:38:57.692265 IP 10.12.100.44.63819 > 10.12.19.23.16766: UDP, length 0
11:38:57.694573 IP 10.12.100.44.63819 > 10.12.19.23.25709: UDP, length 0
11:38:57.696936 IP 10.12.100.44.63819 > 10.12.19.23.20117: UDP, length 0
11:38:57.696943 IP 10.12.100.44.63819 > 10.12.19.23.17: UDP, length 0
11:38:57.732387 IP 10.12.100.44.63818 > 10.12.19.23.21698: UDP, length 0
11:38:57.735721 IP 10.12.100.44.63818 > 10.12.19.23.16974: UDP, length 0
11:38:57.737888 IP 10.12.100.44.63818 > 10.12.19.23.46532: UDP, length 0
11:38:57.737907 IP 10.12.100.44.63818 > 10.12.19.23.5093: UDP, length 0
11:38:57.739955 IP 10.12.100.44.63818 > 10.12.19.23.49181: UDP, length 0
11:38:57.742628 IP 10.12.100.44.63818 > 10.12.19.23.18228: UDP, length 0
11:38:57.742635 IP 10.12.100.44.63818 > 10.12.19.23.47808: UDP, length 0
11:38:57.745050 IP 10.12.100.44.63818 > 10.12.19.23.34892: UDP, length 0
11:38:57.747450 IP 10.12.100.44.63818 > 10.12.19.23.24007: UDP, length 0
11:38:57.747469 IP 10.12.100.44.63818 > 10.12.19.23.39683: UDP, length 0
11:38:57.782450 IP 10.12.100.44.63819 > 10.12.19.23.21698: UDP, length 0
11:38:57.786197 IP 10.12.100.44.63819 > 10.12.19.23.16974: UDP, length 0
11:38:57.788628 IP 10.12.100.44.63819 > 10.12.19.23.5093: UDP, length 0
11:38:57.788647 IP 10.12.100.44.63819 > 10.12.19.23.46532: UDP, length 0
11:38:57.790725 IP 10.12.100.44.63819 > 10.12.19.23.49181: UDP, length 0
11:38:57.793093 IP 10.12.100.44.63819 > 10.12.19.23.47808: UDP, length 0
11:38:57.793100 IP 10.12.100.44.63819 > 10.12.19.23.18228: UDP, length 0
11:38:57.795472 IP 10.12.100.44.63819 > 10.12.19.23.34892: UDP, length 0
11:38:57.797650 IP 10.12.100.44.63819 > 10.12.19.23.39683: UDP, length 0
11:38:57.797657 IP 10.12.100.44.63819 > 10.12.19.23.24007: UDP, length 0
11:38:57.832873 IP 10.12.100.44.63818 > 10.12.19.23.49159: UDP, length 0
11:38:57.836914 IP 10.12.100.44.63818 > 10.12.19.23.33355: UDP, length 0
11:38:57.839297 IP 10.12.100.44.63818 > 10.12.19.23.10000: UDP, length 0
11:38:57.839304 IP 10.12.100.44.63818 > 10.12.19.23.626: UDP, length 30
11:38:57.841453 IP 10.12.100.44.63818 > 10.12.19.23.20326: UDP, length 0
11:38:57.843706 IP 10.12.100.44.63818 > 10.12.19.23.49640: UDP, length 0
11:38:57.843713 IP 10.12.100.44.63818 > 10.12.19.23.17836: UDP, length 0
11:38:57.845898 IP 10.12.100.44.63818 > 10.12.19.23.19728: UDP, length 0
11:38:57.848281 IP 10.12.100.44.63818 > 10.12.19.23.19332: UDP, length 0
11:38:57.848287 IP 10.12.100.44.63818 > 10.12.19.23.39714: UDP, length 0
11:38:57.883011 IP 10.12.100.44.63819 > 10.12.19.23.49159: UDP, length 0
11:38:57.887653 IP 10.12.100.44.63819 > 10.12.19.23.33355: UDP, length 0
11:38:57.889869 IP 10.12.100.44.63819 > 10.12.19.23.626: UDP, length 30
11:38:57.889879 IP 10.12.100.44.63819 > 10.12.19.23.10000: UDP, length 0
11:38:57.892156 IP 10.12.100.44.63819 > 10.12.19.23.20326: UDP, length 0
11:38:57.894277 IP 10.12.100.44.63819 > 10.12.19.23.17836: UDP, length 0
11:38:57.894290 IP 10.12.100.44.63819 > 10.12.19.23.49640: UDP, length 0
11:38:57.896731 IP 10.12.100.44.63819 > 10.12.19.23.19728: UDP, length 0
11:38:57.899168 IP 10.12.100.44.63819 > 10.12.19.23.39714: UDP, length 0
11:38:57.899179 IP 10.12.100.44.63819 > 10.12.19.23.19332: UDP, length 0
11:38:57.933083 IP 10.12.100.44.63818 > 10.12.19.23.6347: UDP, length 0
11:38:57.939411 IP 10.12.100.44.63818 > 10.12.19.23.4500: [|isakmp]
11:38:57.940864 IP 10.12.100.44.63818 > 10.12.19.23.21111: UDP, length 0
11:38:57.940892 IP 10.12.100.44.63818 > 10.12.19.23.2343: UDP, length 0
11:38:57.943430 IP 10.12.100.44.63818 > 10.12.19.23.21383: UDP, length 0
11:38:57.945705 IP 10.12.100.44.63818 > 10.12.19.23.46093: UDP, length 0
11:38:57.945718 IP 10.12.100.44.63818 > 10.12.19.23.19039: UDP, length 0
11:38:57.948143 IP 10.12.100.44.63818 > 10.12.19.23.31073: UDP, length 0
11:38:57.950430 IP 10.12.100.44.63818 > 10.12.19.23.1234: UDP, length 0
11:38:57.950451 IP 10.12.100.44.63818 > 10.12.19.23.19624: UDP, length 0
11:38:57.983163 IP 10.12.100.44.63819 > 10.12.19.23.6347: UDP, length 0
11:38:57.988234 IP 10.12.100.44.63819 > 10.12.19.23.4500: [|isakmp]
11:38:57.990835 IP 10.12.100.44.63819 > 10.12.19.23.2343: UDP, length 0
11:38:57.990848 IP 10.12.100.44.63819 > 10.12.19.23.21111: UDP, length 0
11:38:57.993508 IP 10.12.100.44.63819 > 10.12.19.23.21383: UDP, length 0
11:38:57.995792 IP 10.12.100.44.63819 > 10.12.19.23.19039: UDP, length 0
11:38:57.995799 IP 10.12.100.44.63819 > 10.12.19.23.46093: UDP, length 0
11:38:57.998212 IP 10.12.100.44.63819 > 10.12.19.23.31073: UDP, length 0
11:38:58.001114 IP 10.12.100.44.63819 > 10.12.19.23.19624: UDP, length 0
11:38:58.001171 IP 10.12.100.44.63819 > 10.12.19.23.1234: UDP, length 0
11:38:58.033450 IP 10.12.100.44.63818 > 10.12.19.23.1021: UDP, length 0
11:38:58.038873 IP 10.12.100.44.63818 > 10.12.19.23.1033: UDP, length 0
11:38:58.041430 IP 10.12.100.44.63818 > 10.12.19.23.19660: UDP, length 0
11:38:58.041452 IP 10.12.100.44.63818 > 10.12.19.23.689: UDP, length 0
11:38:58.043896 IP 10.12.100.44.63818 > 10.12.19.23.40539: UDP, length 0
11:38:58.046231 IP 10.12.100.44.63818 > 10.12.19.23.61961: UDP, length 0
11:38:58.046248 IP 10.12.100.44.63818 > 10.12.19.23.51905: UDP, length 0
11:38:58.048703 IP 10.12.100.44.63818 > 10.12.19.23.61685: UDP, length 0
11:38:58.051371 IP 10.12.100.44.63818 > 10.12.19.23.5003: UDP, length 0
11:38:58.051395 IP 10.12.100.44.63818 > 10.12.19.23.19650: UDP, length 0
11:38:58.083547 IP 10.12.100.44.63819 > 10.12.19.23.1021: UDP, length 0
11:38:58.089801 IP 10.12.100.44.63819 > 10.12.19.23.1033: UDP, length 0
11:38:58.092114 IP 10.12.100.44.63819 > 10.12.19.23.689: UDP, length 0
11:38:58.092125 IP 10.12.100.44.63819 > 10.12.19.23.19660: UDP, length 0
11:38:58.094319 IP 10.12.100.44.63819 > 10.12.19.23.40539: UDP, length 0
11:38:58.096612 IP 10.12.100.44.63819 > 10.12.19.23.51905: UDP, length 0
11:38:58.096624 IP 10.12.100.44.63819 > 10.12.19.23.61961: UDP, length 0
11:38:58.098978 IP 10.12.100.44.63819 > 10.12.19.23.61685: UDP, length 0
11:38:58.101439 IP 10.12.100.44.63819 > 10.12.19.23.5003: UDP, length 0
11:38:58.103775 IP 10.12.100.44.63819 > 10.12.19.23.19650: UDP, length 0
11:38:58.134350 IP 10.12.100.44.63818 > 10.12.19.23.49186: UDP, length 0
11:38:58.140363 IP 10.12.100.44.63818 > 10.12.19.23.13: UDP, length 0
11:38:58.142534 IP 10.12.100.44.63818 > 10.12.19.23.2345: UDP, length 0
11:38:58.142556 IP 10.12.100.44.63818 > 10.12.19.23.21834: UDP, length 0
11:38:58.144928 IP 10.12.100.44.63818 > 10.12.19.23.36489: UDP, length 0
11:38:58.147338 IP 10.12.100.44.63818 > 10.12.19.23.1214: UDP, length 0
11:38:58.147345 IP 10.12.100.44.63818 > 10.12.19.23.1041: UDP, length 0
11:38:58.149591 IP 10.12.100.44.63818 > 10.12.19.23.32345: UDP, length 0
11:38:58.152100 IP 10.12.100.44.63818 > 10.12.19.23.37761: UDP, length 0
11:38:58.154312 IP 10.12.100.44.63818 > 10.12.19.23.30718: UDP, length 0
11:38:58.184383 IP 10.12.100.44.63819 > 10.12.19.23.49186: UDP, length 0
11:38:58.190856 IP 10.12.100.44.63819 > 10.12.19.23.13: UDP, length 0
11:38:58.193183 IP 10.12.100.44.63819 > 10.12.19.23.21834: UDP, length 0
11:38:58.193191 IP 10.12.100.44.63819 > 10.12.19.23.2345: UDP, length 0
11:38:58.195553 IP 10.12.100.44.63819 > 10.12.19.23.36489: UDP, length 0
11:38:58.197791 IP 10.12.100.44.63819 > 10.12.19.23.1041: UDP, length 0
11:38:58.197798 IP 10.12.100.44.63819 > 10.12.19.23.1214: UDP, length 0
11:38:58.200172 IP 10.12.100.44.63819 > 10.12.19.23.32345: UDP, length 0
11:38:58.202342 IP 10.12.100.44.63819 > 10.12.19.23.37761: UDP, length 0
11:38:58.204616 IP 10.12.100.44.63819 > 10.12.19.23.30718: UDP, length 0
11:38:58.234446 IP 10.12.100.44.63818 > 10.12.19.23.34555: UDP, length 0
11:38:58.241091 IP 10.12.100.44.63818 > 10.12.19.23.944: UDP, length 0
11:38:58.243560 IP 10.12.100.44.63818 > 10.12.19.23.4666: UDP, length 0
11:38:58.243580 IP 10.12.100.44.63818 > 10.12.19.23.17580: UDP, length 0
11:38:58.245838 IP 10.12.100.44.63818 > 10.12.19.23.17338: UDP, length 0
11:38:58.248157 IP 10.12.100.44.63818 > 10.12.19.23.58002: UDP, length 0
11:38:58.248163 IP 10.12.100.44.63818 > 10.12.19.23.20425: UDP, length 0
11:38:58.250491 IP 10.12.100.44.63818 > 10.12.19.23.20082: UDP, length 0
11:38:58.252845 IP 10.12.100.44.63818 > 10.12.19.23.657: UDP, length 0
11:38:58.255035 IP 10.12.100.44.63818 > 10.12.19.23.1105: UDP, length 0
11:38:58.284819 IP 10.12.100.44.63819 > 10.12.19.23.34555: UDP, length 0
11:38:58.292035 IP 10.12.100.44.63819 > 10.12.19.23.944: UDP, length 0
11:38:58.294382 IP 10.12.100.44.63819 > 10.12.19.23.17580: UDP, length 0
11:38:58.294389 IP 10.12.100.44.63819 > 10.12.19.23.4666: UDP, length 0
11:38:58.296838 IP 10.12.100.44.63819 > 10.12.19.23.17338: UDP, length 0
11:38:58.299166 IP 10.12.100.44.63819 > 10.12.19.23.20425: UDP, length 0
11:38:58.299172 IP 10.12.100.44.63819 > 10.12.19.23.58002: UDP, length 0
11:38:58.301377 IP 10.12.100.44.63819 > 10.12.19.23.20082: UDP, length 0
11:38:58.303745 IP 10.12.100.44.63819 > 10.12.19.23.657: UDP, length 0
11:38:58.305989 IP 10.12.100.44.63819 > 10.12.19.23.1105: UDP, length 0
11:38:58.335069 IP 10.12.100.44.63818 > 10.12.19.23.21649: UDP, length 0
11:38:58.342466 IP 10.12.100.44.63818 > 10.12.19.23.20817: UDP, length 0
11:38:58.345018 IP 10.12.100.44.63818 > 10.12.19.23.35438: UDP, length 0
11:38:58.345025 IP 10.12.100.44.63818 > 10.12.19.23.1718: UDP, length 0
11:38:58.347570 IP 10.12.100.44.63818 > 10.12.19.23.7938: UDP, length 0
11:38:58.349616 IP 10.12.100.44.63818 > 10.12.19.23.4045: UDP, length 0
11:38:58.349623 IP 10.12.100.44.63818 > 10.12.19.23.1048: UDP, length 0
11:38:58.352064 IP 10.12.100.44.63818 > 10.12.19.23.4000: UDP, length 0
11:38:58.354511 IP 10.12.100.44.63818 > 10.12.19.23.34422: UDP, length 0
11:38:58.356845 IP 10.12.100.44.63818 > 10.12.19.23.17946: UDP, length 0
11:38:58.385254 IP 10.12.100.44.63819 > 10.12.19.23.21649: UDP, length 0
11:38:58.393632 IP 10.12.100.44.63819 > 10.12.19.23.20817: UDP, length 0
11:38:58.396022 IP 10.12.100.44.63819 > 10.12.19.23.1718: UDP, length 0
11:38:58.396042 IP 10.12.100.44.63819 > 10.12.19.23.35438: UDP, length 0
11:38:58.398429 IP 10.12.100.44.63819 > 10.12.19.23.7938: UDP, length 0
11:38:58.400950 IP 10.12.100.44.63819 > 10.12.19.23.1048: UDP, length 0
11:38:58.400971 IP 10.12.100.44.63819 > 10.12.19.23.4045: UDP, length 0
11:38:58.403320 IP 10.12.100.44.63819 > 10.12.19.23.4000: UDP, length 0
11:38:58.405420 IP 10.12.100.44.63819 > 10.12.19.23.34422: UDP, length 0
11:38:58.407540 IP 10.12.100.44.63819 > 10.12.19.23.17946: UDP, length 0
11:38:58.435313 IP 10.12.100.44.63818 > 10.12.19.23.20360: UDP, length 0
11:38:58.444425 IP 10.12.100.44.63818 > 10.12.19.23.49212: UDP, length 0
11:38:58.446764 IP 10.12.100.44.63818 > 10.12.19.23.20717: UDP, length 0
11:38:58.446783 IP 10.12.100.44.63818 > 10.12.19.23.26720: UDP, length 0
11:38:58.449134 IP 10.12.100.44.63818 > 10.12.19.23.20217: UDP, length 0
